the 8089 4.836269931901207
and 5976 3.5729446301201144
i 4846 2.897337630114136
to 4745 2.836951517724221
of 3748 2.240862863736645
a 3013 1.8014193725823135
he 2581 1.5431342185977268
in 2566 1.534165984084373
that 2503 1.4964993991282876
it 2189 1.3087643566487501
was 1882 1.1252144902754444
as 1601 0.9572095637252851
for 1563 0.9344900362914556
we 1561 0.9332942716896753
is 1527 0.9129662734594068
you 1481 0.8854636876184554
his 1471 0.879484864609553
me 1455 0.8699187477953091
not 1423 0.8507865141668212
with 1333 0.796977107086699
my 1262 0.7545274637234913
all 1182 0.7066968796522717
be 1134 0.6779985292095397
so 1108 0.6624535893863934
at 1101 0.6582684132801617
on 1084 0.6481044141650275
but 1076 0.6433213557579055
have 1065 0.6367446504481128
her 1059 0.6331573566427713
had 1039 0.6211997106249664
him 953 0.5697818327484051
she 817 0.4884698398273316
there 781 0.46694607699528273
when 777 0.46455454779172173
s 742 0.4436286672605631
this 680 0.4065599646053678
which 670 0.4005811415964653
if 658 0.3934065539857824
from 641 0.3832425548706482
are 603 0.3605230274368188
said 570 0.3407929115074406
were 552 0.3300310300914162
then 549 0.32823738318874546
by 543 0.324650089383404
or 541 0.3234543247816235
one 507 0.3031263265513551
no 498 0.29774538584334287
could 492 0.2941580920380014
do 491 0.29356020973711117
them 472 0.28220044602019645
they 468 0.27980891681663544
what 467 0.2792110345157452
us 465 0.27801526991396475
will 461 0.27562374071040374
up 451 0.2696449177015013
must 450 0.26904703540061103
some 444 0.2654597415952696
would 432 0.2582851539845866
out 431 0.2576872716836964
may 429 0.2564915070819158
shall 428 0.2558936247810256
can 418 0.24991480177212314
our 411 0.2457296256658914
now 407 0.24333809646233043
see 398 0.23795715575431822
know 392 0.23436986194897672
been 391 0.23377197964808646
time 390 0.23317409734719624
more 377 0.22540162743562303
an 364 0.21762915752404985
has 347 0.20746515840891563
come 340 0.2032799823026839
am 337 0.20148633540001318
over 336 0.2008884530991229
van 323 0.19311598318754972
helsing 323 0.19311598318754972
any 322 0.19251810088665944
night 319 0.1907244539839887
_ 315 0.18833292478042774
your 312 0.18653927787775698
came 309 0.18474563097508626
went 299 0.17876680796618377
lucy 297 0.17757104336440327
like 292 0.17458163185995204
only 289 0.17278798495728132
who 288 0.17219010265639106
into 288 0.17219010265639106
go 284 0.1697985734528301
did 283 0.16920069115193984
very 280 0.16740704424926908
before 279 0.16680916194837886
here 273 0.16322186814303738
back 260 0.15544939823146417
good 258 0.15425363362968367
man 256 0.15305786902790317
down 253 0.1512642221252324
t 250 0.14947057522256169
again 246 0.1470790460190007
well 245 0.14648116371811043
even 244 0.1458832814172202
seemed 243 0.14528539911632998
about 240 0.14349175221365923
way 233 0.1393065761074275
such 233 0.1393065761074275
room 231 0.138110811505647
mina 228 0.13631716460297624
dear 224 0.13392563539941527
took 224 0.13392563539941527
how 224 0.13392563539941527
day 223 0.13332775309852501
though 221 0.13213198849674454
than 221 0.13213198849674454
much 221 0.13213198849674454
saw 219 0.13093622389496404
their 219 0.13093622389496404
where 219 0.13093622389496404
think 218 0.1303383415940738
through 216 0.1291425769922933
too 215 0.12854469469140303
after 210 0.12555528318695183
hand 210 0.12555528318695183
face 204 0.12196798938161034
should 200 0.11957646017804935
door 200 0.11957646017804935
jonathan 199 0.11897857787715911
count 198 0.11838069557626885
made 196 0.11718493097448836
tell 195 0.11658704867359812
poor 193 0.11539128407181763
away 192 0.11479340177092737
sleep 192 0.11479340177092737
old 192 0.11479340177092737
work 191 0.11419551947003713
other 188 0.11240187256736638
eyes 188 0.11240187256736638
own 187 0.11180399026647614
friend 186 0.11120610796558589
looked 186 0.11120610796558589
great 183 0.10941246106291516
once 182 0.10881457876202492
things 177 0.10582516725757367
god 177 0.10582516725757367
harker 175 0.10462940265579318
professor 175 0.10462940265579318
get 172 0.10283575575312244
look 171 0.10223787345223219
just 169 0.10104210885045169
little 168 0.10044422654956145
make 165 0.09865057964689071
dr 164 0.09805269734600047
might 158 0.09446540354065898
got 157 0.09386752123976874
found 156 0.09326963893887849
yet 156 0.09326963893887849
off 155 0.09267175663798824
thought 154 0.09207387433709799
men 151 0.09028022743442726
life 150 0.08968234513353701
take 150 0.08968234513353701
long 149 0.08908446283264677
let 148 0.08848658053175652
say 148 0.08848658053175652
arthur 147 0.08788869823086627
told 144 0.08609505132819553
asked 143 0.08549716902730528
without 143 0.08549716902730528
something 142 0.08489928672641504
oh 142 0.08489928672641504
last 141 0.08430140442552479
its 141 0.08430140442552479
heart 141 0.08430140442552479
seward 139 0.08310563982374429
place 138 0.08250775752285405
fear 137 0.0819098752219638
ever 136 0.08131199292107355
till 135 0.08071411062018331
first 135 0.08071411062018331
house 135 0.08071411062018331
myself 134 0.08011622831929306
two 133 0.07951834601840281
done 128 0.07652893451395158
knew 128 0.07652893451395158
never 128 0.07652893451395158
himself 122 0.0729416407086101
these 118 0.07055011150504911
still 117 0.06995222920415886
coming 117 0.06995222920415886
window 116 0.06935434690326862
want 116 0.06935434690326862
find 115 0.06875646460237837
quite 115 0.06875646460237837
began 113 0.06756070000059788
blood 113 0.06756070000059788
nothing 112 0.06696281769970763
same 111 0.0663649353988174
diary 110 0.06576705309792714
dead 109 0.0651691707970369
round 108 0.06457128849614666
morning 107 0.0639734061952564
white 107 0.0639734061952564
put 107 0.0639734061952564
many 106 0.06337552389436615
head 106 0.06337552389436615
mind 106 0.06337552389436615
moment 106 0.06337552389436615
mr 104 0.062179759292585665
hands 104 0.062179759292585665
help 104 0.062179759292585665
however 103 0.061581876991695414
